label,Quotes,clean_quote,final_clean,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count
WARREN,"[' We have to have an announced policy that is one the entire world can live with, we need to make that clear. We will respond if someone else does but not first.']",announced policy one entire world live need make clear respond someone else first,announced policy one entire world live need make clear respond someone else first,0,0,3,2,0,0
BOOKER,"[' Well, first and foremost, I want to hit that point, because we know Donald Trump’s a racist, but there is no red badge of courage for calling him that. Racism exists. The question isn’t who isn’t racist, it’s who is and isn’t doing something about racism. And this is not just an issue that started yesterday, it’s not just an issue that we hear a president that can’t condemn white supremacy, we have systemic racism that is eroding our nation from healthcare to the criminal justice system. And it’s nice to go all the way back to slavery, but, dear God, we have a criminal justice system that is so racially biased, we have more African-Americans under criminal supervision today than all the slaves in 1850. We have to come at this issue attacking systemic racism, having the courage to call it out and having a plan to do something about it. If I am President of United States, we will create an office in the White House to deal with the problem of white supremacy and hate crimes, and we will make sure that systemic racism is dealt with in substantive plans, from criminal justice reform to the disparities in healthcare, to even one that we don’t talk about enough, which is the racism that we see in environmental injustice in communities of color all around this country.']",well first foremost want hit point know donald trumps racist red badge courage calling racism exists question isnt isnt racist isnt something racism issue started yesterday issue hear president cant condemn white supremacy systemic racism eroding nation healthcare criminal justice system nice go way back slavery dear god criminal justice system racially biased africanamericans criminal supervision today slaves 1850 come issue attacking systemic racism courage call plan something president states create office white house deal problem white supremacy hate crimes make sure systemic racism dealt substantive plans criminal justice reform disparities healthcare even one dont talk enough racism see environmental injustice communities color around country,well first foremost want hit point know donald trump racist red badge courage calling racism exists question isnt isnt racist isnt something racism issue started yesterday issue hear president cant condemn white supremacy systemic racism eroding nation healthcare criminal justice system nice go way back slavery dear god criminal justice system racially biased africanamericans criminal supervision today slave 1850 come issue attacking systemic racism courage call plan something president state create office white house deal problem white supremacy hate crime make sure systemic racism dealt substantive plan criminal justice reform disparity healthcare even one dont talk enough racism see environmental injustice community color around country,17,16,9,13,8,2
WARREN,"[' For decades, we have had a trade policy that has been written by giant multinational corporations to help giant multinational corporations. They have no loyalty to America, they have no patriotism. If they can save a nickel by moving a job to Mexico, they’ll do it in a heartbeat. If they can continue a polluting plant by moving it to Vietnam, they’ll do it in a heartbeat. I have put out a new comprehensive plan that says we’re not gonna do it that way. We’re gonna negotiate our deals with unions at the table, with small businesses at the table, with small farmers at the table, with environmentalists at the table, with human rights activists at the table. And then we’re gonna use the fact that everybody in the world wants to get to America’s markets. They wanna sell to you.']",decades trade policy written giant multinational corporations help giant multinational corporations loyalty patriotism save nickel moving job mexico theyll heartbeat continue polluting plant moving vietnam theyll heartbeat put new comprehensive plan says gonna way gonna negotiate deals unions table small businesses table small farmers table environmentalists table human rights activists table gonna use fact everybody world wants get americas markets wanna sell,decade trade policy written giant multinational corporation help giant multinational corporation loyalty patriotism save nickel moving job mexico theyll heartbeat continue polluting plant moving vietnam theyll heartbeat put new comprehensive plan say gonna way gonna negotiate deal union table small business table small farmer table environmentalist table human right activist table gonna use fact everybody world want get america market wanna sell,9,9,9,9,4,1
WARREN,"[' I think that what we have to do is we have to be an America that is clear about what we wanna do with immigration. We need to expand legal immigration. We need to create a path for citizenship, not just for Dreamers, but for grandmas and for people who have been working here in the farms and for students who have overstayed their visas. We need to fix the crisis at the border. And a big part of how we do that is we do not play into Donald Trump’s hands. He wants to stir up the crisis of the border because that’s his overall message. It’s if there’s anything wrong in your life, blame them.']",think clear wanna immigration need expand legal immigration need create path citizenship dreamers grandmas working farms students overstayed visas need fix crisis border big part play donald trumps hands wants stir crisis border thats overall message theres anything wrong life blame,think clear wanna immigration need expand legal immigration need create path citizenship dreamer grandma working farm student overstayed visa need fix crisis border big part play donald trump hand want stir crisis border thats overall message there anything wrong life blame,7,7,5,6,4,1
WARREN,"[' I want to see us expand legal immigration and create a pathway to citizenship for our dreamers, but also for their grandparents and for their cousins, for people who’ve overstayed student visas and for people who came here to work in the fields. I want to have a system that is a path to citizenship that is fair and achievable. Down at the border we’ve got to rework this entirely. A system right now that cannot tell the difference in the threat posed by a terrorist, a criminal and a 12-year-old girl is not a system that is keeping us safer and it is not serving our values.']",want see us expand legal immigration create pathway citizenship dreamers also grandparents cousins whove overstayed student visas came work fields want system path citizenship fair achievable border weve got rework entirely system right cannot tell difference threat posed terrorist criminal 12yearold girl system keeping us safer serving values,want see u expand legal immigration create pathway citizenship dreamer also grandparent cousin whove overstayed student visa came work field want system path citizenship fair achievable border weve got rework entirely system right cannot tell difference threat posed terrorist criminal 12yearold girl system keeping u safer serving value,6,7,7,5,1,3
YANG,"[' The truth is that what happened to the 4 million manufacturing workers here in Ohio and Michigan and Pennsylvania and Wisconsin and Iowa did not care about our political party. The fourth industrial revolution is now migrating from manufacturing workers to retail, call centers, transportation, as well as to white collar workers like attorneys, pharmacists and radiologists. It does not care about our party. Donald Trump had a set of solutions in 2016, what did he say? He said we’re going to build a wall, we’re going to turn the clock back, we’re going to bring the old jobs back. America, we have to do the opposite of all of these things, we have to turn the clock forward, we have to accelerate our economy and society as quickly as possible, we have to evolve in the way we think about ourselves and our work and our value. It is not left, it is not right, it is forward and that is where we must take the country in 2020.']",truth happened 4 million manufacturing workers ohio michigan pennsylvania wisconsin iowa care political party fourth industrial revolution migrating manufacturing workers retail call centers transportation well white collar workers like attorneys pharmacists radiologists care party donald trump set solutions 2016 say said going build wall going turn clock back going bring old jobs back opposite things turn clock forward accelerate economy society quickly possible evolve way think work value left right forward must take country 2020,truth happened 4 million manufacturing worker ohio michigan pennsylvania wisconsin iowa care political party fourth industrial revolution migrating manufacturing worker retail call center transportation well white collar worker like attorney pharmacist radiologist care party donald trump set solution 2016 say said going build wall going turn clock back going bring old job back opposite thing turn clock forward accelerate economy society quickly possible evolve way think work value left right forward must take country 2020,12,12,8,11,6,0
BOOKER,"[' Because of a massive diminution. A lot of reasons, but there was a massive diminution in the African-American vote. We need to have someone that can inspire, as Kamala said, to inspire African-Americans to the polls in record numbers.']",massive diminution lot reasons massive diminution africanamerican vote need someone inspire kamala said inspire africanamericans polls record numbers,massive diminution lot reason massive diminution africanamerican vote need someone inspire kamala said inspire africanamericans poll record number,1,1,11,5,2,1
BUTTIGIEG,"[' And I believe we need to send somebody in who has a different kind of experience, the experience on the ground, solving problems, working side by side with neighbors on some of the toughest issues that come up in government, recognizing what is required of executive leadership, and bringing that to Washington so that Washington can start looking a little more like our best-run communities in the heartland before the other way around starts to happen.']",believe need send somebody different kind experience experience ground solving problems working side side neighbors toughest issues come government recognizing required executive leadership bringing washington washington start looking little like bestrun communities heartland way around starts happen,believe need send somebody different kind experience experience ground solving problem working side side neighbor toughest issue come government recognizing required executive leadership bringing washington washington start looking little like bestrun community heartland way around start happen,4,4,12,4,1,1
KLOBUCHAR,"[' So I went to the legislature, our state legislature, not an elected official, a mom, and I advocated for one of the first laws in the country guaranteeing new moms and their babies a 48-hour hospital stay. And when they tried to delay the implementation of that law, I brought six pregnant friends to the conference committee, so they outnumbered the lobbyists two to one. And when they said, “When should it take place?” They all raised their hand, and said, “Now.” That is what motivated me to go into public service and when I got to that gridlock of Washington DC, I got to work and pass over 100 bills and I know a lot of my friends here are from the left, but remember, I am from the middle of the country. And I believe if we’re going to get things done that we have to have someone leading the ticket with grit. Someone’s going to not just change the policies. But change the tone in the country and someone who believes in America and believes it from their heart because of where they came from, that everyone should have that same opportunity.']",went legislature state legislature elected official mom advocated one first laws country guaranteeing new moms babies 48hour hospital stay tried delay implementation law brought six pregnant friends conference committee outnumbered lobbyists two one said “when take place” raised hand said “now” motivated go public service got gridlock washington dc got work pass 100 bills know lot friends left remember middle country believe going get things done someone leading ticket grit someones going change policies change tone country someone believes believes heart came everyone opportunity,went legislature state legislature elected official mom advocated one first law country guaranteeing new mom baby 48hour hospital stay tried delay implementation law brought six pregnant friend conference committee outnumbered lobbyist two one said “when take place” raised hand said “now” motivated go public service got gridlock washington dc got work pas 100 bill know lot friend left remember middle country believe going get thing done someone leading ticket grit someone going change policy change tone country someone belief belief heart came everyone opportunity,14,14,8,12,9,11
KLOBUCHAR,"[' I would codify Roe v. Wade and make it the law of the land. But what I want to do right now is just say what if Donald Trump was standing up here on the debate stage with me? You know what I would say to him? I said, you knew, you said you wanted to do this in your race for president. You actually said that you wanted to put women in jail. Then you tried to dial it back and you said you wanted to put doctors in jail. That is exactly what the Alabama law is, it put doctors in jail for 99 years. You, Donald Trump, are not on the side of women. You are not on the side of people of this country when over 75% of people want to keep Roe v. Wade on the book, when over 90% of people want to make sure we have available contraception. You de-funded Planned Parenthood, I would fund it again.']",would codify roe v wade make law land want right say donald trump standing debate stage know would say said knew said wanted race president actually said wanted put women jail tried dial back said wanted put doctors jail exactly alabama law put doctors jail 99 years donald trump side women side country 75 want keep roe v wade book 90 want make sure available contraception defunded planned parenthood would fund,would codify roe v wade make law land want right say donald trump standing debate stage know would say said knew said wanted race president actually said wanted put woman jail tried dial back said wanted put doctor jail exactly alabama law put doctor jail 99 year donald trump side woman side country 75 want keep roe v wade book 90 want make sure available contraception defunded planned parenthood would fund,10,11,3,12,12,6
CASTRO,"[' And thank you George Stephanopoulos, to Jorge, to Linsey and to David and to all of you all for tuning in tonight. In many ways I shouldn’t be here on this stage. Castro is my mother’s name and was my grandmother’s name before her. I grew up in a single parent household, on the west side of San Antonio, going to the public schools. Eventually my brother Joaquin and I became the first in our family to become professionals, and when I got home, I took a job at the biggest law firm in town. I was making $100,000 a year in the year 2000, a few months later, I got elected to the San Antonio City Council, and the City Council at the time was only paying $1,040 a year, so everybody had another job, and my job was at the law firm.']",thank george stephanopoulos jorge linsey david tuning tonight many ways shouldnt stage castro mothers name grandmothers name grew single parent household west side san antonio going public schools eventually brother joaquin became first family become professionals got home took job biggest law firm town making 100000 year year 2000 months later got elected san antonio city council city council time paying 1040 year everybody another job job law firm,thank george stephanopoulos jorge linsey david tuning tonight many way shouldnt stage castro mother name grandmother name grew single parent household west side san antonio going public school eventually brother joaquin became first family become professional got home took job biggest law firm town making 100000 year year 2000 month later got elected san antonio city council city council time paying 1040 year everybody another job job law firm,9,10,5,11,12,9
SANDERS,"[' We need a healthcare system that guarantees healthcare to all people, as every other major country does. Not a system which provides $100 billion a year in profit for the drug companies and the insurance companies. And to tell you how absurd the system is tonight on ABC, the healthcare industry will be advertising, telling you how bad Medicare for All is, because they want to protect their profits. That is absurd.']",need healthcare system guarantees healthcare every major country system provides 100 billion year profit drug companies insurance companies tell absurd system tonight abc healthcare industry advertising telling bad medicare want protect profits absurd,need healthcare system guarantee healthcare every major country system provides 100 billion year profit drug company insurance company tell absurd system tonight abc healthcare industry advertising telling bad medicare want protect profit absurd,4,4,10,5,2,1
SANDERS,"[' I think that what we have got to do is bring this world together, bring it together on climate change, bring it together in fighting against terrorism, and make it clear that we, as a planet, as a global community, will work together to help countries around the world rebuild their struggling economies and do everything that we can to rid the world of terrorism. But dropping bombs on Afghanistan and Iraq was not the way to do it.']",think got bring world together bring together climate change bring together fighting terrorism make clear planet global community work together help countries around world rebuild struggling economies everything rid world terrorism dropping bombs afghanistan iraq way,think got bring world together bring together climate change bring together fighting terrorism make clear planet global community work together help country around world rebuild struggling economy everything rid world terrorism dropping bomb afghanistan iraq way,4,4,8,5,1,1
SANDERS,"[' Matter of fact, I do. But before I get into that, the major issue that we don’t talk about in Congress, we don’t talk about in the media, is the massive level of income and wealth inequality in America. You got three people who own more wealth than the bottom 90%. You have a top 1% that owns more wealth than the bottom 92%. 49% of all income goes to the top 1%. Companies like Amazon and billionaires out there do not pay one nickel in federal income tax. And we’ve got 500,000 people sleeping out on the street. What we need is a political revolution that tells these billionaires and corporate America that they are Americans, they’ll participate in our society, but they have got to start paying their fair share of taxes, period.']",matter fact get major issue dont talk congress dont talk media massive level income wealth inequality got three wealth bottom 90 top 1 owns wealth bottom 92 49 income goes top 1 companies like amazon billionaires pay one nickel federal income tax weve got 500000 sleeping street need political revolution tells billionaires corporate americans theyll participate society got start paying fair share taxes period,matter fact get major issue dont talk congress dont talk medium massive level income wealth inequality got three wealth bottom 90 top 1 owns wealth bottom 92 49 income go top 1 company like amazon billionaire pay one nickel federal income tax weve got 500000 sleeping street need political revolution tell billionaire corporate american theyll participate society got start paying fair share tax period,9,9,8,11,6,2
STEYER,"[' When you look at inequality in the United States of America, you have to start with housing. Where you put your head at night determines so many things about your life. It determines where your kids go to school, it determines the air you breathe, where you shop, how long it takes you to get to work. What we’ve seen in California is as a result of policy, we have millions too few housing units, and that affects everybody in California. It starts with a homeless crisis that goes all through the state, but it also includes skyrocketing rents that affect every single working person in the state of California.']",look inequality states start housing put head night determines many things life determines kids go school determines air breathe shop long takes get work weve seen california result policy millions housing units affects everybody california starts homeless crisis goes state also includes skyrocketing rents affect every single working person state california,look inequality state start housing put head night determines many thing life determines kid go school determines air breathe shop long take get work weve seen california result policy million housing unit affect everybody california start homeless crisis go state also includes skyrocketing rent affect every single working person state california,7,7,9,7,5,0
BIDEN,"[' Well, they have to deal with the… Look, there is institutional segregation in this country. And from the time I got involved, I started dealing with that. Redlining banks, making sure that we are in a position where… Look, talk about education, I propose that what we take is those very poor schools, the title 1 schools. Triple the amount of money we spend from $15 to $45 billion a year, give every single teacher a raise, a equal raise, of getting out of $60,000 level. Number two, make sure that we bring in to help… The teachers deal with the problems that come from home, the problems that come from home. We have one school psychologist for every 1,500 kids in America today.']",well deal look institutional segregation country time got involved started dealing redlining banks making sure position look talk education propose take poor schools title 1 schools triple amount money spend 15 45 billion year give every single teacher raise equal raise getting 60000 level number two make sure bring help teachers deal problems come home problems come home one school psychologist every 1500 kids today,well deal look institutional segregation country time got involved started dealing redlining bank making sure position look talk education propose take poor school title 1 school triple amount money spend 15 45 billion year give every single teacher raise equal raise getting 60000 level number two make sure bring help teacher deal problem come home problem come home one school psychologist every 1500 kid today,8,8,8,12,6,3
KLOBUCHAR,"[' Yes. What is broken is a political system that allows the NRA and other large, big money to come in and make things not happen when the majority of people are for it. The people are with us now. After Parkland, those students just didn’t march. They talked to their dads and their grandpas and the hunters in their family, and they said, “There must be a better way.” Then we elected people in the House of Representatives, and guess what? It changed. And they passed universal background checks. And now that bill is sitting on Mitch McConnell’s doorstep because of the money and the power of the NRA. As president, I will take them on.']",yes broken political system allows nra large big money come make things happen majority us parkland students didnt march talked dads grandpas hunters family said “there must better way” elected house representatives guess changed passed universal background checks bill sitting mitch mcconnells doorstep money power nra president take,yes broken political system allows nra large big money come make thing happen majority u parkland student didnt march talked dad grandpa hunter family said “there must better way” elected house representative guess changed passed universal background check bill sitting mitch mcconnells doorstep money power nra president take,7,7,8,9,7,3
KLOBUCHAR,"[' Everyone wants to get elected. But my point is this, I think, when we have a guy in the White House that has now told over 10,000 lies, that we better be very straightforward with the American people. And no, do I think that we are gonna end up voting for a plan that kicks half of America off of their current insurance in four years? No, I don’t think we’re gonna do that. I think there is a better way to get what we all wanna see which is lower costs for healthcare. Do I think that we’re gonna vote to give free college to the wealthiest kids? No, I don’t think we’re gonna do that. So that’s what I’m talking about. But what I don’t like about this argument right now, what I don’t like about it at all, is that we are more worried about winning an argument than winning an election.']",everyone wants get elected point think guy white house told 10000 lies better straightforward think gonna end voting plan kicks half current insurance four years dont think gonna think better way get wanna see lower costs healthcare think gonna vote give free college wealthiest kids dont think gonna thats im talking dont like argument right dont like worried winning argument winning election,everyone want get elected point think guy white house told 10000 lie better straightforward think gonna end voting plan kick half current insurance four year dont think gonna think better way get wanna see lower cost healthcare think gonna vote give free college wealthiest kid dont think gonna thats im talking dont like argument right dont like worried winning argument winning election,9,10,5,10,9,10
BIDEN,"[' And it was later when we came into office, that Barack, the president turned to me and said, “Joe… ” when they said we got to plan to get out, he turned to the whole security, and said, “Joe will organize this. Get the troops home.” My son spent a year in Iraq, and I understand, and we were right to get the combat troops out. The big mistake that was made, which we predicted, was that you would not have a circumstance where the Shia and the Kurds would work together to keep ISIS from coming, from moving in.']",later came office barack president turned said “joe ” said got plan get turned whole security said “joe organize get troops home” son spent year iraq understand right get combat troops big mistake made predicted would circumstance shia kurds would work together keep isis coming moving,later came office barack president turned said “joe ” said got plan get turned whole security said “joe organize get troop home” son spent year iraq understand right get combat troop big mistake made predicted would circumstance shia kurd would work together keep isi coming moving,5,6,5,8,5,2
STEYER,"[' I understand exactly what needs to be done here, which is we need to change policy and we need to apply resources here to make sure that we build literally millions of new units. But the other thing that’s going to be true about building these units is we’re going to have to build them in a way that’s sustainable. That, in fact, how we build units, where people live, has a dramatic impact on climate and on sustainability. So, we are going to have to direct dollars, we’re going to have to change policy and make sure that the localities and municipalities who’ve worked very hard to make sure that there are no new housing units built in their towns, that they have to change that and we’re going to have to force it and then we’re going to have to direct federal dollars to make sure that those units are affordable so that working people can live in places and not be spending 50% of their income on rent.']",understand exactly needs done need change policy need apply resources make sure build literally millions new units thing thats going true building units going build way thats sustainable fact build units live dramatic impact climate sustainability going direct dollars going change policy make sure localities municipalities whove worked hard make sure new housing units built towns change going force going direct federal dollars make sure units affordable working live places spending 50 income rent,understand exactly need done need change policy need apply resource make sure build literally million new unit thing thats going true building unit going build way thats sustainable fact build unit live dramatic impact climate sustainability going direct dollar going change policy make sure locality municipality whove worked hard make sure new housing unit built town change going force going direct federal dollar make sure unit affordable working live place spending 50 income rent,11,12,7,7,1,1
GABBARD,"[' Thank you. You know, really what this is about is getting to the heart of the fear that is well-founded. As people look to this automation revolution, they look to uncertainty. They don’t know how this is going to affect their jobs and their everyday lives. And I agree with my friend Andrew Yang. I think universal basic income is a good idea to help provide that security so that people can have the freedom to make the kinds of choices that they want to see. This has to do with bad trade deals that we’ve seen in the past, that have also driven fear towards people losing the way that they provide for their families. Really what we need to do is look at how we can best serve the interests of the American people. I do not believe a federal jobs guarantee is the way to do that. The value that someone feels in themselves and their own lives is not defined by the job that they have, but is intrinsic to who we all are as Americans, whatever we choose to do with our lives, and we can’t forget that.']",thank know really getting heart fear wellfounded look automation revolution look uncertainty dont know going affect jobs everyday lives agree friend andrew yang think universal basic income good idea help provide security freedom make kinds choices want see bad trade deals weve seen past also driven fear towards losing way provide families really need look best serve interests believe federal jobs guarantee way value someone feels lives defined job intrinsic americans whatever choose lives cant forget,thank know really getting heart fear wellfounded look automation revolution look uncertainty dont know going affect job everyday life agree friend andrew yang think universal basic income good idea help provide security freedom make kind choice want see bad trade deal weve seen past also driven fear towards losing way provide family really need look best serve interest believe federal job guarantee way value someone feel life defined job intrinsic american whatever choose life cant forget,13,14,6,9,7,3
SANDERS,"[' Yeah, okay. You’re looking, I believe, at the only member of Congress who not only voted against these disastrous trade agreements, NAFTA, PNTR with China, which cost us over 4 million jobs, but also help lead the effort against these agreements. Now, Elizabeth is absolutely right. If anybody here thinks that corporate America gives one damn about the average American worker, you’re mistaken. If they can save $0.05 cents by going to China, Mexico, or Vietnam, or any place else, that’s exactly what they will do. As president, let me tell you what I will do. These guys line up at the federal trough, they want military contracts, they want all kinds of contracts. Well, under my administration, you ain’t gonna get those contracts if you throw American workers out on the streets.']",yeah okay youre looking believe member congress voted disastrous trade agreements nafta pntr china cost us 4 million jobs also help lead effort agreements elizabeth absolutely right anybody thinks corporate gives one damn average worker youre mistaken save 005 cents going china mexico vietnam place else thats exactly president let tell guys line federal trough want military contracts want kinds contracts well administration aint gonna get contracts throw workers streets,yeah okay youre looking believe member congress voted disastrous trade agreement nafta pntr china cost u 4 million job also help lead effort agreement elizabeth absolutely right anybody think corporate give one damn average worker youre mistaken save 005 cent going china mexico vietnam place else thats exactly president let tell guy line federal trough want military contract want kind contract well administration aint gonna get contract throw worker street,9,9,11,15,8,5
SANDERS,"[' David, let me answer that, but let me just comment on something that the Vice President said. You talked about the big mistake in Iraq and the surge. The truth is, the big mistake, the huge mistake, and one of the big differences between you and me, I never believed what Cheney and Bush said about Iraq.']",david let answer let comment something vice president said talked big mistake iraq surge truth big mistake huge mistake one big differences never believed cheney bush said iraq,david let answer let comment something vice president said talked big mistake iraq surge truth big mistake huge mistake one big difference never believed cheney bush said iraq,2,2,7,5,4,1
SANDERS,"[' Joe said that Medicare for All will cost over $30 trillion. That’s right, Joe. Status quo over 10 years, will be $50 trillion. Every study done shows that Medicare for All is the most cost-effective approach to providing healthcare to every man, woman and child in this country. I who wrote the damn bill, if I may say so, intend to eliminate all out-of-pocket expenses, all deductibles, all co-payments. Nobody in America will pay more than $200 a year for prescription drugs, because we’re going to stand up to the greed and corruption and price-fixing of the pharmaceutical industry.']",joe said medicare cost 30 trillion thats right joe status quo 10 years 50 trillion every study done shows medicare costeffective approach providing healthcare every man woman child country wrote damn bill may say intend eliminate outofpocket expenses deductibles copayments nobody pay 200 year prescription drugs going stand greed corruption pricefixing pharmaceutical industry,joe said medicare cost 30 trillion thats right joe status quo 10 year 50 trillion every study done show medicare costeffective approach providing healthcare every man woman child country wrote damn bill may say intend eliminate outofpocket expense deductible copayments nobody pay 200 year prescription drug going stand greed corruption pricefixing pharmaceutical industry,6,6,11,12,5,2
CASTRO,"[' And it was the first test that I had. And I think back to that because oftentimes we think of politics and you think of politics as dirty or corrupting. I wondered, before I went in, whether it would change who I was, and I was proud that when that first test came that I stood up for the people that I was there to represent and not for big special interests. There’s nobody that gets tested more in a position of public trust than the President of the United States. This President has failed that test. But I want you to know that if you elect me President, I won’t, I won’t serve anybody except you and your family. And together, we can create an America that’s better than ever. Thank you very much.']",first test think back oftentimes think politics think politics dirty corrupting wondered went whether would change proud first test came stood represent big special interests theres nobody gets tested position public trust president states president failed test want know elect president wont wont serve anybody except family together create thats better ever thank much,first test think back oftentimes think politics think politics dirty corrupting wondered went whether would change proud first test came stood represent big special interest there nobody get tested position public trust president state president failed test want know elect president wont wont serve anybody except family together create thats better ever thank much,8,9,6,8,11,14
KLOBUCHAR,"[' Yeah, I would like to have a different take on this. I was in the private sector for 14 years, represented companies that were fighting to get into the telecom market. I had a life before government and what I saw was when we got more competition there, the prices went down in a big way, in the long distance market. Well, right now, we have another Gilded Age going on, and I am the lead Democrat on the antitrust committee. I have the lead legislation, which means one, changing the standard so we can do a better job of doing just what we’ve been talking about here, is breaking down some of these consolidation and also making sure that the enforcers have the resources to take them on because they’re so overwhelmed. But the issue here is this, start talking about this as a pro-competition issue, this used to be a Republican and Democratic issue, because America, our founding fathers actually wanted to have less consolidation. We were a place of entrepreneurship. We are seeing a start-up slump in this country and this means everything from tech on down.']",yeah would like different take private sector 14 years represented companies fighting get telecom market life government saw got competition prices went big way long distance market well right another gilded age going lead democrat antitrust committee lead legislation means one changing standard better job weve talking breaking consolidation also making sure enforcers resources take theyre overwhelmed issue start talking procompetition issue used republican democratic issue founding fathers actually wanted less consolidation place entrepreneurship seeing startup slump country means everything tech,yeah would like different take private sector 14 year represented company fighting get telecom market life government saw got competition price went big way long distance market well right another gilded age going lead democrat antitrust committee lead legislation mean one changing standard better job weve talking breaking consolidation also making sure enforcer resource take theyre overwhelmed issue start talking procompetition issue used republican democratic issue founding father actually wanted le consolidation place entrepreneurship seeing startup slump country mean everything tech,14,13,9,13,8,7
BOOKER,"[' And so these are the kind of issues that mean a lot to our community, and if we don’t have somebody authentically… We lost the last election. Let me just give you this data example. We lost in Wisconsin…']",kind issues mean lot community dont somebody authentically lost last election let give data example lost wisconsin,kind issue mean lot community dont somebody authentically lost last election let give data example lost wisconsin,1,1,5,2,2,0
BUTTIGIEG,"[' I also wore the uniform of this country and know what is at stake in the decisions that are made in the Oval Office and in the Situation Room. And I know how to bring people together to get things done. I know that from the perspective of Washington, what goes on in my city might look small, but frankly, where we live, the infighting on Capitol Hill is what looks small. The usual way of doing business in Washington is what looks small.']",also wore uniform country know stake decisions made oval office situation room know bring together get things done know perspective washington goes city might look small frankly live infighting capitol hill looks small usual way business washington looks small,also wore uniform country know stake decision made oval office situation room know bring together get thing done know perspective washington go city might look small frankly live infighting capitol hill look small usual way business washington look small,4,5,6,5,6,3
KLOBUCHAR,"[' My challenges, and resilience have brought me up here. I grew up with a dad who struggled with alcoholism his whole life, and after his third Dave WeigelI, he had a choice between jail and treatment. He chose treatment, with his faith, with his friends, with our family and in his words, he was pursued by grace. And that made me interested in public service, because I feel like everyone should have that same right to be pursued by grace. And then got married, my husband’s out there somewhere, hopefully smiling, and our daughter and our daughter was born. I had this expectation we were going to have this perfect, perfect birth and she was really sick. And she couldn’t swallow and she was in and out of hospitals for a year-and-a-half, but when she was born, they had a rule in place that you got kicked out of the hospital in 24 hours. She was in intensive care and I was kicked out, and I thought, “This could never happen to any other mom again.”']",challenges resilience brought grew dad struggled alcoholism whole life third dave weigeli choice jail treatment chose treatment faith friends family words pursued grace made interested public service feel like everyone right pursued grace got married husbands somewhere hopefully smiling daughter daughter born expectation going perfect perfect birth really sick couldnt swallow hospitals yearandahalf born rule place got kicked hospital 24 hours intensive care kicked thought “this could never happen mom again”,challenge resilience brought grew dad struggled alcoholism whole life third dave weigeli choice jail treatment chose treatment faith friend family word pursued grace made interested public service feel like everyone right pursued grace got married husband somewhere hopefully smiling daughter daughter born expectation going perfect perfect birth really sick couldnt swallow hospital yearandahalf born rule place got kicked hospital 24 hour intensive care kicked thought “this could never happen mom again”,12,12,8,14,6,6
BUTTIGIEG,"[' That era must be characterized not by exclusion, but by belonging. And so must our campaign. I am inviting progressives who have agreed on these issues we’ve been talking about tonight all along, moderates who are ready to be part of this coalition, and a lot of future former Republicans who I know are watching this, disgusted by what is happening in their own party and in this country. I want you to know that everybody is welcome in this movement that we’re building, and everybody is welcome in this future that we must create. I hope you go to peteforamerica.com, join this effort and help us create a better era for the American people beginning in November 2020.']",era must characterized exclusion belonging must campaign inviting progressives agreed issues weve talking tonight along moderates ready part coalition lot future former republicans know watching disgusted happening party country want know everybody welcome movement building everybody welcome future must create hope go peteforamericacom join effort help us create better era beginning november 2020,era must characterized exclusion belonging must campaign inviting progressive agreed issue weve talking tonight along moderate ready part coalition lot future former republican know watching disgusted happening party country want know everybody welcome movement building everybody welcome future must create hope go peteforamericacom join effort help u create better era beginning november 2020,8,7,9,7,4,5
YANG,"[' First, I want to thank all the voters tuned in at home. If you don’t feel like you answered your question… You got your question answered tonight it’s understandable, there are 12 of us. I’m going to be answering voter questions for 10 straight hours this Friday. My website yang2020.com, and if you ask your question tonight there’s a better chance I’ll get to it. My surprising friendship, it’s been so much fun running for president because I’ve gotten to meet so many Americans I never would have gotten to meet otherwise. The friendship that sticks out for me is a guy named Fred, who’s an average Trump supporter, a trucker, he let me ride in his truck for hours. He spent some time in jail, I heard about his experiences, trying to get other people off of drugs and I’m happy to say that after our ride together he actually said that he would move from Donald Trump to my campaign, which was a thrill for me and we’ve remained in touch ever since.']",first want thank voters tuned home dont feel like answered question got question answered tonight understandable 12 us im going answering voter questions 10 straight hours friday website yang2020com ask question tonight theres better chance ill get surprising friendship much fun running president ive gotten meet many americans never would gotten meet otherwise friendship sticks guy named fred whos average trump supporter trucker let ride truck hours spent time jail heard experiences trying get drugs im happy say ride together actually said would move donald trump campaign thrill weve remained touch ever since,first want thank voter tuned home dont feel like answered question got question answered tonight understandable 12 u im going answering voter question 10 straight hour friday website yang2020com ask question tonight there better chance ill get surprising friendship much fun running president ive gotten meet many american never would gotten meet otherwise friendship stick guy named fred who average trump supporter trucker let ride truck hour spent time jail heard experience trying get drug im happy say ride together actually said would move donald trump campaign thrill weve remained touch ever since,12,12,8,10,7,3
